2	30.30490148901416	-97.92189552708481	0	277	25	0	WLBC2	N/A	NDB
2	30.3040013758875	-97.92204851399524	0	277	25	0	BCWL1	N/A	NDB
2	30.29828195311632	-97.92645392342473	0	277	25	0	PPBC2	N/A	NDB
2	30.29781934256052	-97.92734318963606	0	277	25	0	BCPP1	N/A	NDB
2	30.29386836257276	-97.83502769061589	0	277	25	0	WLBC1	N/A	NDB
2	30.29716616007198	-97.8162155929178	0	277	25	0	WLHP1	N/A	NDB
2	30.33070335232076	-97.76654229429428	0	277	25	0	HPWL1	N/A	NDB
2	30.32998548854948	-97.76591615884796	0	277	25	0	WLHP2	N/A	NDB
2	30.326788405803	-97.75704871961391	0	277	25	0	HPDT1	N/A	NDB
2	30.32690608627211	-97.75601965653095	0	277	25	0	DTHP2	N/A	NDB
2	30.33638878670764	-97.7475388321716	0	277	25	0	HPHL1	N/A	NDB
2	30.33728737245001	-97.7476695703681	0	277	25	0	HLHP2	N/A	NDB
2	30.34073345991021	-97.71491975602437	0	277	25	0	HLHP1	N/A	NDB
2	30.3398407196028	-97.71479145820616	0	277	25	0	HPHL2	N/A	NDB
2	30.3331303885289	-97.70875388894926	0	277	25	0	DTHL2	N/A	NDB
2	30.33353709377629	-97.70968587526355	0	277	25	0	HLDT1	N/A	NDB
2	30.33378745606332	-97.69885711524864	0	277	25	0	MKHL2	N/A	NDB
2	30.33334393959251	-97.69976017002449	0	277	25	0	HLMK1	N/A	NDB
2	30.28590798152028	-97.66797994159843	0	277	25	0	HLMK2	N/A	NDB
2	30.27756002592976	-97.6726858429146	0	277	25	0	MKDT1	N/A	NDB
2	30.2693648795942	-97.66261894778945	0	277	25	0	AAMK2	N/A	NDB
2	30.27666573893067	-97.67254035609083	0	277	25	0	DTMK2	N/A	NDB
2	30.26943512830211	-97.66365676543711	0	277	25	0	MKAA1	N/A	NDB
2	30.28635697036554	-97.66706786618695	0	277	25	0	MKHL1	N/A	NDB
2	30.22032203620252	-97.67609038814639	0	277	25	0	AADT1	N/A	NDB
2	30.21961295113147	-97.67673395439027	0	277	25	0	DTAA2	N/A	NDB
2	30.21237925518327	-97.67837739095384	0	277	25	0	AASA1	N/A	NDB
2	30.21151790170565	-97.67809383463602	0	277	25	0	SAAA2	N/A	NDB
2	30.19164445956931	-97.7583899830729	0	277	25	0	SAAA1	N/A	NDB
2	30.19250967049501	-97.75867654003328	0	277	25	0	AASA2	N/A	NDB
2	30.19826873055266	-97.76569768694316	0	277	25	0	SADT1	N/A	NDB
2	30.19846790284662	-97.76671078423854	0	277	25	0	DTSA2	N/A	NDB
2	30.19608862071893	-97.77574393946587	0	277	25	0	SASV1	N/A	NDB
2	30.19543306351842	-97.77645767367827	0	277	25	0	SVSA2	N/A	NDB
2	30.18934803252883	-97.77892912531989	0	277	25	0	SAPP1	N/A	NDB
2	30.18844822949697	-97.7788446767277	0	277	25	0	PPSA2	N/A	NDB
2	30.18460943153997	-97.83717541123384	0	277	25	0	PPSA1	N/A	NDB
2	30.1855080975152	-97.83725634846552	0	277	25	0	SAPP2	N/A	NDB
2	30.22335514346294	-97.66687960463105	0	277	25	0	AAMK1	N/A	NDB
2	30.2234239812395	-97.66792261760199	0	277	25	0	MKAA2	N/A	NDB
2	30.28948364604044	-97.8148364450855	0	277	25	0	DTWL2	N/A	NDB
2	30.28862955574146	-97.81519004020399	0	277	25	0	WLDT1	N/A	NDB
2	30.29788513809278	-97.81684832320433	0	277	25	0	HPWL2	N/A	NDB
2	30.2929757269807	-97.83518072234412	0	277	25	0	BCWL2	N/A	NDB
2	30.28307402058891	-97.82513812158231	0	277	25	0	WLSV1	N/A	NDB
2	30.28310076292757	-97.82408786537336	0	277	25	0	SVWL2	N/A	NDB
2	30.29997245533191	-97.92427589840493	0	277	25	0	BCSV1	N/A	NDB
2	30.23961163621684	-97.83193003068502	0	277	25	0	BCSV2	N/A	NDB
2	30.19228690347371	-97.8525232413887	0	277	25	0	PPBC1	N/A	NDB
2	30.19283153493172	-97.84409725209149	0	277	25	0	SVPP2	N/A	NDB
2	30.19249028877674	-97.84312088651937	0	277	25	0	PPSV1	N/A	NDB
2	30.19181622466039	-97.85341601053315	0	277	25	0	BCPP2	N/A	NDB
2	30.24034070978099	-97.83129989445287	0	277	25	0	SVBC1	N/A	NDB
2	30.30068752377915	-97.92364572586293	0	277	25	0	SVBC2	N/A	NDB
2	30.2435438899429	-97.82301350434665	0	277	25	0	SVWL1	N/A	NDB
2	30.24350674831599	-97.82406321339236	0	277	25	0	WLSV2	N/A	NDB
2	30.23824711613199	-97.81381842297108	0	277	25	0	SVDT1	N/A	NDB
2	30.23904324413628	-97.81430006369087	0	277	25	0	DTSV2	N/A	NDB
2	30.22801429209913	-97.81613812939959	0	277	25	0	SVSA1	N/A	NDB
2	30.22867647473879	-97.81541265608801	0	277	25	0	SASV2	N/A	NDB
2	30.22641687771078	-97.82782948593137	0	277	25	0	SVPP1	N/A	NDB
2	30.22605950456768	-97.82686103628672	0	277	25	0	PPSV2	N/A	NDB
2	30.25909234071317	-97.74916276936627	0	277	25	0	SADT2	N/A	NDB
2	30.26207076811774	-97.73943813941415	0	277	25	0	DTAA1	N/A	NDB
2	30.26278160806178	-97.73880053617572	0	277	25	0	AADT2	N/A	NDB
2	30.26877635370522	-97.7369564967783	0	277	25	0	DTMK1	N/A	NDB
2	30.2696617540756	-97.73710320737756	0	277	25	0	MKDT2	N/A	NDB
2	30.27575621002946	-97.74216888595356	0	277	25	0	DTHL1	N/A	NDB
